,Unnamed: 0_x,tconst,primary_title,original_title,start_year,runtime_minutes,genres,averagerating,numvotes,directors,writers,actor,actress,archive_footage,archive_sound,cinematographer,composer,director_pr,editor,producer,production_designer,self,writer_pr,concat,Unnamed: 0_y,id,release_date,movie,production_budget,domestic_gross,worldwide_gross,ROI_percent,ROI_usd,year,month,inflation,worldwide_gross_inf,domestic_gross_inf,production_budget_inf,ROI_USD_inf
1298,82864,tt4779682,The Meg,The Meg,2018,113.0,"['Action', 'Horror', 'Sci-Fi']",5.7,114042.0,['nm0005509'],"['nm1212988', 'nm0388377', 'nm0388375', 'nm0022709']","['nm0005458', 'nm0933988', 'nm0193295']",['nm0508356'],,,,,['nm0005509'],,['nm0043007'],,,"['nm1212988', 'nm0388377', 'nm0388375', 'nm0022709']",The Meg2018,93,94,"Aug 10, 2018",The Meg,178000000,145443742,529530715,1.9748916573033708,351530715,2018,August,1.09,577188479.35,158533678.78,194020000.0,383168479.35
1299,82941,tt4786282,Lights Out,Lights Out,2016,81.0,"['Drama', 'Horror', 'Mystery']",6.3,100650.0,['nm2497546'],"['nm2104063', 'nm2497546']","['nm5145655', 'nm0121605']","['nm1954240', 'nm0004742']",,,['nm0818484'],['nm1818744'],['nm2497546'],,"['nm2302134', 'nm1490123']",,,['nm2104063'],Lights Out2016,4254,55,"Jul 22, 2016",Lights Out,5000000,67268835,148806510,28.761302,143806510,2016,July,1.14,169639421.39999998,76686471.89999999,5699999.999999999,163939421.39999998
1300,92110,tt5328340,Lights Out,Lights Out,2016,90.0,['Documentary'],,,['nm7839341'],,"['nm7839342', 'nm7839343', 'nm7839345', 'nm7839346', 'nm7839351', 'nm1441202']","['nm7839348', 'nm7839344', 'nm7839352']",,,,,['nm7839341'],,,,,,Lights Out2016,4254,55,"Jul 22, 2016",Lights Out,5000000,67268835,148806510,28.761302,143806510,2016,July,1.14,169639421.39999998,76686471.89999999,5699999.999999999,163939421.39999998
1301,83092,tt4795124,How to Be a Latin Lover,How to Be a Latin Lover,2017,115.0,"['Comedy', 'Drama']",5.9,11747.0,['nm0547800'],"['nm0951686', 'nm7409040']","['nm0220240', 'nm6004682', 'nm0000507']",['nm0000161'],,,['nm0007037'],['nm0917208'],['nm0547800'],,['nm0643967'],,,"['nm0951686', 'nm7409040']",How to Be a Latin Lover2017,3574,75,"Apr 28, 2017",How to Be a Latin Lover,10000000,32149404,62556228,5.255622799999999,52556228,2017,April,1.11,69437413.08000001,35685838.440000005,11100000.000000002,58337413.08000001
1302,83155,tt4799050,Rough Night,Rough Night,2017,101.0,"['Comedy', 'Crime', 'Thriller']",5.2,39447.0,['nm3622659'],"['nm3622659', 'nm3625953']",,"['nm0424060', 'nm0571952', 'nm2368789', 'nm4477261']",,,['nm1831620'],['nm3825122'],['nm3622659'],,"['nm0065899', 'nm0866157']",,,['nm3625953'],Rough Night2017,2586,87,"Jun 16, 2017",Rough Night,20000000,22105643,46844357,1.34221785,26844357,2017,June,1.11,51997236.27,24537263.73,22200000.000000004,29797236.27
1303,83254,tt4807408,The Best of Enemies,The Best of Enemies,2019,133.0,"['Biography', 'Drama', 'History']",6.8,1162.0,['nm0084312'],"['nm0084312', 'nm0203448']","['nm0005377', 'nm1959501']","['nm0378245', 'nm0000162']",,,,,['nm0084312'],,"['nm2272537', 'nm0073554', 'nm0077043', 'nm0001497']",,,['nm0203448'],The Best of Enemies2019,3633,34,"Apr 5, 2019",The Best of Enemies,10000000,10205616,10205616,0.0205616,205616,2019,April,1.07,10920009.12,10920009.12,10700000.0,220009.12000000104
1304,83626,tt4832640,Sultan,Sultan,2016,170.0,"['Action', 'Drama', 'Sport']",7.1,33371.0,['nm1804614'],['nm1804614'],"['nm0006795', 'nm1047252']","['nm3087728', 'nm3591303']",,,['nm1376899'],['nm2378882'],['nm1804614'],['nm1715762'],['nm0159147'],['nm2534494'],,,Sultan2016,3499,100,"Jul 6, 2016",Sultan,11000000,5599781,72989781,5.6354346363636365,61989781,2016,July,1.14,83208350.33999999,6383750.34,12539999.999999998,70668350.33999999
1305,83887,tt4846340,Hidden Figures,Hidden Figures,2016,127.0,"['Biography', 'Drama', 'History']",7.8,171131.0,['nm0577647'],"['nm2284377', 'nm0577647', 'nm7446421']",['nm0000126'],"['nm0378245', 'nm0818055', 'nm1847117']",,,,,['nm0577647'],,"['nm0867768', 'nm1858656', 'nm0317642']",,,"['nm2284377', 'nm7446421']",Hidden Figures2016,2163,64,"Dec 25, 2016",Hidden Figures,25000000,169607287,231771716,8.27086864,206771716,2016,December,1.14,264219756.24,193352307.18,28500000.0,235719756.24
1306,83932,tt4849438,Baahubali 2: The Conclusion,Baahubali 2: The Conclusion,2017,167.0,"['Action', 'Drama']",8.3,65656.0,['nm1442514'],"['nm2353436', 'nm1442514', 'nm7448575', 'nm4488268', 'nm4157919', 'nm4191232', 'nm1523325']","['nm1659141', 'nm2281292']","['nm2011932', 'nm1961459']",,,,,['nm1442514'],,,,,"['nm4191232', 'nm2353436', 'nm7448575', 'nm4488268', 'nm4157919']",Baahubali 2: The Conclusion2017,1954,55,"Apr 28, 2017",Baahubali 2: The Conclusion,30000000,18985794,263502914,7.783430466666666,233502914,2017,April,1.11,292488234.54,21074231.340000004,33300000.000000004,259188234.54
1307,84250,tt4871980,The Perfect Match,The Perfect Match,2016,96.0,"['Comedy', 'Romance']",4.9,3052.0,['nm0937306'],"['nm1393214', 'nm0362544', 'nm3276776']",['nm2413125'],"['nm0144260', 'nm1745736', 'nm1589825']",,,,,['nm0937306'],,,,,"['nm3276776', 'nm1393214', 'nm0362544', 'nm1537777', 'nm2434433']",The Perfect Match2016,4321,22,"Mar 11, 2016",The Perfect Match,5000000,9669521,10182050,1.03641,5182050,2016,March,1.14,11607536.999999998,11023253.94,5699999.999999999,5907536.999999999
1308,84341,tt4877122,The Emoji Movie,The Emoji Movie,2017,86.0,"['Adventure', 'Animation', 'Comedy']",3.2,47294.0,['nm1902232'],"['nm1902232', 'nm0796928', 'nm0925234', 'nm0388971']","['nm2554352', 'nm0179479']","['nm0267506', 'nm0748973']",,,,['nm0236462'],['nm1902232'],,['nm0706904'],,,"['nm0796928', 'nm0925234', 'nm0388971']",The Emoji Movie2017,1106,7,"Jul 28, 2017",The Emoji Movie,50000000,86089513,216562312,3.33124624,166562312,2017,July,1.11,240384166.32,95559359.43,55500000.00000001,184884166.32
1309,84414,tt4881806,Jurassic World: Fallen Kingdom,Jurassic World: Fallen Kingdom,2018,128.0,"['Action', 'Adventure', 'Sci-Fi']",6.2,219125.0,['nm1291105'],"['nm2081046', 'nm1119880', 'nm0000341']","['nm0695435', 'nm1245863', 'nm6819854']",['nm0397171'],,,,,['nm1291105'],,"['nm0189777', 'nm1428086']",,,"['nm2081046', 'nm1119880', 'nm0000341']",Jurassic World: Fallen Kingdom2018,112,13,"Jun 22, 2018",Jurassic World: Fallen Kingdom,170000000,417719760,1305772799,6.681016464705883,1135772799,2018,June,1.09,1423292350.91,455314538.4,185300000.0,1237992350.91
1310,85105,tt4925292,Lady Bird,Lady Bird,2017,94.0,"['Comedy', 'Drama']",7.4,177677.0,['nm1950086'],['nm1950086'],"['nm0504832', 'nm2348627']","['nm1519680', 'nm0582418']",,,['nm1240085'],['nm0109726'],['nm1950086'],,"['nm4791912', 'nm0642161', 'nm0748784']",,,,Lady Bird2017,3552,53,"Nov 3, 2017",Lady Bird,10000000,48958273,78610769,6.8610769,68610769,2017,November,1.11,87257953.59,54343683.03,11100000.000000002,76157953.59
1311,85850,tt4971344,The Sisters Brothers,Les frères Sisters,2018,122.0,"['Adventure', 'Comedy', 'Crime']",7.0,32135.0,['nm0002191'],"['nm0002191', 'nm0081179', 'nm3981109']","['nm0000604', 'nm0001618', 'nm0350453', 'nm1981893']",,,,,,['nm0002191'],,"['nm0225457', 'nm0146434', 'nm0006894']",,,"['nm0081179', 'nm3981109']",The Sisters Brothers2018,1581,82,"Sep 21, 2018",The Sisters Brothers,38000000,3143056,13143056,-0.6541301052631578,-24856944,2018,September,1.09,14325931.04,3425931.04,41420000.0,-27094068.96
1312,85930,tt4975722,Moonlight,Moonlight,2016,111.0,['Drama'],7.4,227964.0,['nm1503575'],"['nm1503575', 'nm4144120']","['nm0991810', 'nm5218990', 'nm7683379']",['nm0365140'],,,,['nm1615109'],['nm1503575'],,"['nm0306890', 'nm1250070', 'nm1532846']",,,['nm4144120'],Moonlight2016,5063,64,"Oct 21, 2016",Moonlight,1500000,27854931,65245512,42.497008,63745512,2016,October,1.14,74379883.67999999,31754621.34,1709999.9999999998,72669883.67999999
1313,85998,tt4981636,Middle School: The Worst Years of My Life,Middle School: The Worst Years of My Life,2016,92.0,"['Comedy', 'Family']",6.1,6413.0,['nm0139867'],"['nm0101302', 'nm1376062', 'nm1289517', 'nm0666248', 'nm8032685']","['nm3838034', 'nm0198408']","['nm0334179', 'nm6835961']",,,,,['nm0139867'],,,,,"['nm8032685', 'nm0101302', 'nm1376062', 'nm1289517', 'nm0666248']",Middle School: The Worst Years of My Life2016,3838,39,"Oct 7, 2016",Middle School: The Worst Years of My Life,8500000,20007149,23311293,1.7425050588235294,14811293,2016,October,1.14,26574874.02,22808149.86,9690000.0,16884874.02
1314,86293,tt5001718,"Everything, Everything","Everything, Everything",2017,96.0,"['Drama', 'Romance']",6.4,26811.0,['nm4907810'],"['nm0328987', 'nm7567554']",['nm3538718'],"['nm3964350', 'nm0741242', 'nm0478886']",,,,['nm3234869'],['nm4907810'],,"['nm0465813', 'nm1573975']",,,"['nm0328987', 'nm7567554']","Everything, Everything2017",3569,70,"May 19, 2017","Everything, Everything",10000000,34121140,61603136,5.1603136,51603136,2017,May,1.11,68379480.96000001,37874465.40000001,11100000.000000002,57279480.96000001
1315,86463,tt5013056,Dunkirk,Dunkirk,2017,106.0,"['Action', 'Drama', 'History']",7.9,466580.0,['nm0634240'],['nm0634240'],"['nm7887725', 'nm4422686', 'nm0753314', 'nm0362766']",,,,['nm0887227'],['nm0001877'],['nm0634240'],['nm0809059'],['nm0858799'],['nm0189769'],,,Dunkirk2017,168,69,"Jul 21, 2017",Dunkirk,150000000,190068280,499837368,2.33224912,349837368,2017,July,1.11,554819478.48,210975790.8,166500000.0,388319478.48
1316,86657,tt5027774,"Three Billboards Outside Ebbing, Missouri","Three Billboards Outside Ebbing, Missouri",2017,115.0,"['Crime', 'Drama']",8.2,344047.0,['nm1732981'],['nm1732981'],"['nm0000437', 'nm0005377', 'nm2655177']",['nm0000531'],,,['nm1023204'],['nm0001980'],['nm1732981'],['nm0339856'],"['nm0110357', 'nm0194446']",,,,"Three Billboards Outside Ebbing, Missouri2017",3358,59,"Nov 10, 2017","Three Billboards Outside Ebbing, Missouri",12000000,54513740,160191915,12.34932625,148191915,2017,November,1.11,177813025.65,60510251.40000001,13320000.000000002,164493025.65
1317,86662,tt5028340,Mary Poppins Returns,Mary Poppins Returns,2018,130.0,"['Comedy', 'Family', 'Fantasy']",6.9,52103.0,['nm0551128'],"['nm0871308', 'nm1341735', 'nm0551128', 'nm0217896']","['nm0592135', 'nm0924210']","['nm1289434', 'nm0607865']",,,,['nm0003299'],['nm0551128'],,['nm0686887'],,,"['nm0871308', 'nm1341735', 'nm0217896']",Mary Poppins Returns2018,244,45,"Dec 19, 2018",Mary Poppins Returns,130000000,171958438,341528518,1.6271424461538462,211528518,2018,December,1.09,372266084.62,187434697.42,141700000.0,230566084.62
1318,87039,tt5052448,Get Out,Get Out,2017,104.0,"['Horror', 'Mystery', 'Thriller']",7.7,400474.0,['nm1443502'],['nm1443502'],"['nm2257207', 'nm0925966']","['nm4129745', 'nm0001416']",,,['nm0002947'],['nm8752173'],['nm1443502'],,"['nm0089658', 'nm1197257', 'nm0572014']",,,,Get Out2017,4248,49,"Feb 24, 2017",Get Out,5000000,176040665,255367951,50.0735902,250367951,2017,February,1.11,283458425.61,195405138.15,5550000.000000001,277908425.61
1319,87040,tt5052474,Sicario: Day of the Soldado,Sicario: Day of the Soldado,2018,122.0,"['Action', 'Crime', 'Drama']",7.1,95650.0,['nm1356588'],['nm0792263'],"['nm0001125', 'nm0000982', 'nm0232998']",['nm5097044'],,,,,['nm1356588'],,"['nm0568093', 'nm0412588', 'nm0524745', 'nm2590720']",,,['nm0792263'],Sicario: Day of the Soldado2018,1658,59,"Jun 29, 2018",Sicario: Day of the Soldado,35000000,50065850,75885196,1.1681484571428569,40885196,2018,June,1.09,82714863.64,54571776.50000001,38150000.0,44564863.64
1320,87402,tt5074352,Dangal,Dangal,2016,161.0,"['Action', 'Biography', 'Drama']",8.5,123638.0,['nm4318159'],"['nm6328029', 'nm6328031', 'nm6328030', 'nm8661566', 'nm4318159']",['nm0451148'],"['nm2799219', 'nm0760778', 'nm7621667']",,,,,['nm4318159'],,['nm3032965'],,,"['nm6328029', 'nm6328031', 'nm6328030', 'nm8661566']",Dangal2016,3755,56,"Dec 21, 2016",Dangal,9500000,12391761,294654618,30.016275578947372,285154618,2016,December,1.14,335906264.52,14126607.54,10830000.0,325076264.52
1321,87587,tt5083738,The Favourite,The Favourite,2018,119.0,"['Biography', 'Drama', 'History']",7.6,116011.0,['nm0487166'],"['nm1110111', 'nm7629302']",['nm0396558'],"['nm1469236', 'nm1297015', 'nm0001838']",,,,,['nm0487166'],,"['nm3717662', 'nm0218714', 'nm0347384']",,,"['nm7629302', 'nm1110111']",The Favourite2018,3038,39,"Nov 23, 2018",The Favourite,15000000,34366783,94113929,5.274261933333333,79113929,2018,November,1.09,102584182.61,37459793.47000001,16350000.000000002,86234182.61000001
1322,87777,tt5095030,Ant-Man and the Wasp,Ant-Man and the Wasp,2018,118.0,"['Action', 'Adventure', 'Comedy']",7.1,244024.0,['nm0715636'],"['nm0571344', 'nm1273099', 'nm0748620', 'nm3029372', 'nm2592245', 'nm0498278', 'nm1293367', 'nm0456158']","['nm0748620', 'nm0671567', 'nm0324658']",['nm1431940'],,,,,['nm0715636'],,,,,"['nm0498278', 'nm0571344', 'nm1273099', 'nm3029372', 'nm2592245']",Ant-Man and the Wasp2018,240,41,"Jul 6, 2018",Ant-Man and the Wasp,130000000,216648740,623144660,3.7934204615384615,493144660,2018,July,1.09,679227679.4000001,236147126.6,141700000.0,537527679.4000001
1323,88081,tt5113040,The Secret Life of Pets 2,The Secret Life of Pets 2,2019,86.0,"['Adventure', 'Animation', 'Comedy']",6.6,3467.0,"['nm3646390', 'nm0719208']",['nm0528244'],"['nm0652663', 'nm0366389', 'nm0000148', 'nm0832314']",,,,,['nm0006035'],"['nm0719208', 'nm3646390']",,"['nm0372329', 'nm0577560']",,,['nm0528244'],The Secret Life of Pets 22019,580,81,"Jun 7, 2019",The Secret Life of Pets 2,80000000,63795655,113351496,0.4168937,33351496,2019,June,1.07,121286100.72,68261350.85000001,85600000.0,35686100.72000001
1324,88191,tt5117670,Peter Rabbit,Peter Rabbit,2018,95.0,"['Adventure', 'Animation', 'Comedy']",6.6,27908.0,['nm0323239'],"['nm1464577', 'nm0323239', 'nm0693229']","['nm0179479', 'nm2417960', 'nm1727304']",['nm2397981'],,,['nm0579977'],['nm3825122'],['nm0323239'],,['nm0620502'],,,"['nm1464577', 'nm0693229']",Peter Rabbit2018,1096,97,"Feb 9, 2018",Peter Rabbit,50000000,115234093,347136477,5.94272954,297136477,2018,February,1.09,378378759.93,125605161.37,54500000.00000001,323878759.93
1325,88859,tt5140878,Annabelle: Creation,Annabelle: Creation,2017,109.0,"['Horror', 'Mystery', 'Thriller']",6.5,90402.0,['nm2497546'],['nm2477891'],"['nm0001439', 'nm0339159']","['nm5343317', 'nm0001584']",,,['nm1131817'],['nm1818744'],['nm2497546'],,"['nm0755911', 'nm1490123']",,,['nm2477891'],Annabelle: Creation2017,3001,2,"Aug 11, 2017",Annabelle: Creation,15000000,102092201,305384865,19.358991,290384865,2017,August,1.11,338977200.15000004,113322343.11,16650000.000000002,322327200.15000004
1326,89117,tt5152894,Mommy,Mommy,2015,135.0,['Drama'],,,,,,,,,,,,,,,,,Mommy2015,4400,1,"Jan 23, 2015",Mommy,4900000,3498695,17536004,2.5787763265306123,12636004,2015,January,1.15,20166404.6,4023499.25,5635000.0,14531404.599999998
1327,89341,tt5164432,"Love, Simon","Love, Simon",2018,110.0,"['Comedy', 'Drama', 'Romance']",7.6,81575.0,['nm0075528'],"['nm0074165', 'nm4170842', 'nm7698350']","['nm3538718', 'nm0241049']","['nm0004950', 'nm7692698']",,,,,['nm0075528'],,"['nm0324041', 'nm2125212']",,,"['nm0074165', 'nm4170842', 'nm7698350']","Love, Simon2018",3556,57,"Mar 16, 2018","Love, Simon",10000000,40826341,65520633,5.5520633,55520633,2018,March,1.09,71417489.97,44500711.69000001,10900000.0,60517489.97
1328,90243,tt5220122,Hotel Transylvania 3: Summer Vacation,Hotel Transylvania 3: Summer Vacation,2018,97.0,"['Adventure', 'Animation', 'Comedy']",6.3,42299.0,['nm0850733'],"['nm0850733', 'nm0567112']","['nm0001191', 'nm1676221', 'nm0416673']",['nm1411125'],,,,"['nm0006205', 'nm1451495']",['nm0850733'],['nm0037167'],['nm0613740'],,,['nm0567112'],Hotel Transylvania 3: Summer Vacation2018,776,77,"Jul 13, 2018",Hotel Transylvania 3: Summer Vacation,65000000,167500092,527079962,7.108922492307693,462079962,2018,July,1.09,574517158.58,182575100.28,70850000.0,503667158.58
1329,90711,tt5247022,Paterson,Paterson,2016,118.0,"['Comedy', 'Drama', 'Romance']",7.4,55285.0,['nm0000464'],"['nm0000464', 'nm0931937', 'nm3143010']","['nm3485845', 'nm8165340', 'nm0542492']",['nm0267042'],,,,['nm5670423'],['nm0000464'],,"['nm0040120', 'nm2123941']",,,"['nm0931937', 'nm3143010']",Paterson2016,4353,54,"Dec 28, 2016",Paterson,5000000,2141423,10727536,1.1455072,5727536,2016,December,1.14,12229391.04,2441222.22,5699999.999999999,6529391.04
1330,91666,tt5301662,Marshall,Marshall,2017,118.0,"['Biography', 'Crime', 'Drama']",7.2,14419.0,['nm0399737'],"['nm7817658', 'nm1105617']","['nm1569276', 'nm1265802', 'nm1250791']",['nm0005028'],,,,['nm0588883'],['nm0399737'],,"['nm0762674', 'nm0906048']",,,"['nm7817658', 'nm1105617']",Marshall2017,3406,7,"Oct 13, 2017",Marshall,12000000,10051659,10116816,-0.156932,-1883184,2017,October,1.11,11229665.760000002,11157341.49,13320000.000000002,-2090334.24
1331,91803,tt5308322,Happy Death Day,Happy Death Day,2017,96.0,"['Horror', 'Mystery', 'Thriller']",6.5,87132.0,['nm0484907'],['nm1245146'],"['nm3441152', 'nm2531628']","['nm1557329', 'nm4384329']",,,['nm0002947'],['nm0566970'],['nm0484907'],['nm0687427'],['nm0089658'],,,['nm1245146'],Happy Death Day2017,4257,58,"Oct 13, 2017",Happy Death Day,5000000,55683845,125010260,24.002052,120010260,2017,October,1.11,138761388.60000002,61809067.95,5550000.000000001,133211388.60000002
1332,91910,tt5314190,Sgt. Stubby: An American Hero,Sgt. Stubby: An American Hero,2018,84.0,"['Adventure', 'Animation', 'Family']",6.9,1225.0,['nm4175844'],"['nm4175844', 'nm0831408']","['nm0503567', 'nm0000367', 'nm7793337']",['nm0000307'],,,,['nm0236462'],['nm4175844'],['nm0813390'],"['nm7835801', 'nm1362292']",,,['nm0831408'],Sgt. Stubby: An American Hero2018,2305,6,"Apr 13, 2018",Sgt. Stubby: An American Hero,25000000,3054285,3645957,-0.85416172,-21354043,2018,April,1.09,3974093.13,3329170.650000001,27250000.000000004,-23275906.870000005
1333,92011,tt5322012,Wish Upon,Wish Upon,2017,90.0,"['Drama', 'Fantasy', 'Horror']",5.0,14962.0,['nm0502954'],['nm3011547'],"['nm0000202', 'nm3859624', 'nm8190400']",['nm1428821'],,,['nm0002684'],['nm0354453'],['nm0502954'],['nm0697953'],['nm1602119'],,,['nm3011547'],Wish Upon2017,3396,97,"Jul 14, 2017",Wish Upon,12000000,14301505,23477345,0.9564454166666668,11477345,2017,July,1.11,26059852.950000007,15874670.55,13320000.000000002,12739852.95
1334,92752,tt5360952,The Hurricane Heist,The Hurricane Heist,2018,103.0,"['Action', 'Adventure', 'Crime']",5.1,15326.0,['nm0003418'],"['nm0934698', 'nm1144003', 'nm0277759', 'nm0204313']","['nm1527905', 'nm0477127', 'nm0408591']",['nm1192254'],,,,,['nm0003418'],,['nm0049945'],,,"['nm0934698', 'nm1144003', 'nm0277759', 'nm0204313']",The Hurricane Heist2018,1521,22,"Mar 9, 2018",The Hurricane Heist,40000000,6115824,30963684,-0.22590789999999997,-9036316,2018,March,1.09,33750415.56,6666248.16,43600000.0,-9849584.439999998
1335,93362,tt5439796,Logan Lucky,Logan Lucky,2017,118.0,"['Comedy', 'Crime', 'Drama']",7.0,105966.0,['nm0001752'],['nm8362793'],"['nm1475594', 'nm3485845', 'nm0185819']",['nm5008863'],,,,['nm0391794'],['nm0001752'],,"['nm1730221', 'nm0414423', 'nm0425741']",,,['nm8362793'],Logan Lucky2017,2020,21,"Aug 18, 2017",Logan Lucky,29000000,27778642,44264271,0.5263541724137931,15264271,2017,August,1.11,49133340.81,30834292.62,32190000.000000004,16943340.81
1336,93403,tt5442430,Life,Life,2017,104.0,"['Horror', 'Sci-Fi', 'Thriller']",6.6,182840.0,['nm1174251'],"['nm1014201', 'nm1116660']","['nm0350453', 'nm0005351', 'nm0760796']",['nm0272581'],,,,,['nm1174251'],,"['nm1602154', 'nm0193268', 'nm1911103']",,,"['nm1014201', 'nm1116660']",Life2017,965,66,"Mar 24, 2017",Life,58000000,30234022,100929666,0.7401666551724138,42929666,2017,March,1.11,112031929.26,33559764.42,64380000.00000001,47651929.26
1337,93732,tt5462602,The Big Sick,The Big Sick,2017,120.0,"['Comedy', 'Drama', 'Romance']",7.6,104008.0,['nm0795290'],"['nm5077137', 'nm3529685']","['nm3529685', 'nm0005380']","['nm1443740', 'nm0000456']",,,['nm1125431'],['nm0028787'],['nm0795290'],,"['nm0031976', 'nm0578814']",,,['nm5077137'],The Big Sick2017,4263,64,"Jun 23, 2017",The Big Sick,5000000,42872467,53972860,9.794572,48972860,2017,June,1.11,59909874.60000001,47588438.37000001,5550000.000000001,54359874.60000001
1338,93752,tt5463162,Deadpool 2,Deadpool 2,2018,119.0,"['Action', 'Adventure', 'Comedy']",7.8,391735.0,['nm0500610'],"['nm1014201', 'nm1116660', 'nm0005351', 'nm0509580', 'nm1436760']","['nm0005351', 'nm0000982', 'nm5421877']",['nm1072555'],,,,,['nm0500610'],,['nm1334526'],,,"['nm1014201', 'nm1116660', 'nm0509580', 'nm1436760']",Deadpool 22018,314,15,"May 18, 2018",Deadpool 2,110000000,324591735,786680557,6.151641427272727,676680557,2018,May,1.09,857481807.1300001,353804991.15000004,119900000.0,737581807.1300001
1339,94715,tt5523010,The Nutcracker and the Four Realms,The Nutcracker and the Four Realms,2018,99.0,"['Adventure', 'Family', 'Fantasy']",5.5,18734.0,"['nm0002120', 'nm0002653']","['nm2060755', 'nm0006782', 'nm0677535']",['nm0000151'],"['nm3237775', 'nm0461136', 'nm0000545']",,,,,"['nm0002120', 'nm0002653']",,['nm0290581'],,,"['nm2060755', 'nm0006782', 'nm0677535']",The Nutcracker and the Four Realms2018,234,35,"Nov 2, 2018",The Nutcracker and the Four Realms,132900000,54858851,170293899,0.281368690744921,37393899,2018,November,1.09,185620349.91000003,59796147.59,144861000.0,40759349.910000026
1340,95619,tt5580036,"I, Tonya","I, Tonya",2017,120.0,"['Biography', 'Comedy', 'Drama']",7.5,141668.0,['nm0318916'],['nm0737216'],['nm1659221'],"['nm3053338', 'nm0005049', 'nm0629855']",,,['nm1785999'],['nm0621829'],['nm0318916'],,"['nm3943537', 'nm4105822']",,,['nm0737216'],"I, Tonya2017",3482,83,"Dec 8, 2017","I, Tonya",11000000,30014534,53797409,3.8906735454545456,42797409,2017,December,1.11,59715123.99,33316132.74,12210000.000000002,47505123.99
1341,95627,tt5580266,The Hate U Give,The Hate U Give,2018,133.0,"['Crime', 'Drama']",7.3,17583.0,['nm0863387'],"['nm0920108', 'nm8021571']","['nm0395203', 'nm1107001']","['nm3964350', 'nm0356021']",,,,,['nm0863387'],,"['nm0854052', 'nm2125212', 'nm0324041']",,,"['nm0920108', 'nm8021571']",The Hate U Give2018,2377,78,"Oct 5, 2018",The Hate U Give,23000000,29719483,35067665,0.5246810869565217,12067665,2018,October,1.09,38223754.85,32394236.470000006,25070000.0,13153754.85
1342,95629,tt5580390,The Shape of Water,The Shape of Water,2017,123.0,"['Adventure', 'Drama', 'Fantasy']",7.3,308112.0,['nm0868219'],"['nm0868219', 'nm0961827']","['nm0788335', 'nm0427964']","['nm1020089', 'nm0818055']",,,['nm0491565'],['nm0006035'],['nm0868219'],['nm0938485'],['nm0197703'],,,['nm0961827'],The Shape of Water2017,2718,19,"Dec 1, 2017",The Shape of Water,19500000,63859435,195790794,9.040553538461538,176290794,2017,December,1.11,217327781.34000003,70883972.85000001,21645000.000000004,195682781.34000003
1343,96355,tt5619332,Life of the Party,Life of the Party,2018,105.0,['Comedy'],5.5,25756.0,['nm1229520'],"['nm0565250', 'nm1229520']","['nm0909768', 'nm1229520']","['nm0565250', 'nm1094137']",,,['nm0531310'],['nm1135983'],,['nm1630456'],['nm0376260'],['nm0809840'],,,Life of the Party2018,1887,88,"May 11, 2018",Life of the Party,30000000,53059911,65759911,1.1919970333333334,35759911,2018,May,1.09,71678302.99000001,57835302.99,32700000.000000004,38978302.99000001
