,Unnamed: 0_x,tconst,primary_title,original_title,start_year,runtime_minutes,genres,averagerating,numvotes,directors,writers,actor,actress,archive_footage,archive_sound,cinematographer,composer,director_pr,editor,producer,production_designer,self,writer_pr,concat,Unnamed: 0_y,id,release_date,movie,production_budget,domestic_gross,worldwide_gross,ROI_percent,ROI_usd,year,month,inflation,worldwide_gross_inf,domestic_gross_inf,production_budget_inf,ROI_USD_inf
233,5999,tt1228987,Let Me In,Let Me In,2010,116.0,"['Drama', 'Fantasy', 'Horror']",7.1,107012.0,['nm0716257'],"['nm0716257', 'nm0512137']","['nm2240346', 'nm0420955']","['nm1631269', 'nm0120648']",,,,,['nm0716257'],,"['nm0317642', 'nm1180690', 'nm0116348', 'nm0247524']",,,['nm0512137'],Let Me In2010,2637,38,"Oct 1, 2010",Let Me In,20000000,12134935,28270399,0.41351995,8270399,2010,October,1.25,35337998.75,15168668.75,25000000.0,10337998.75
234,6003,tt1229340,Anchorman 2: The Legend Continues,Anchorman 2: The Legend Continues,2013,119.0,['Comedy'],6.3,156116.0,['nm0570912'],"['nm0002071', 'nm0570912']","['nm0002071', 'nm0748620', 'nm0136797']",['nm0000775'],,,['nm0005929'],"['nm1420126', 'nm0622474']",['nm0570912'],['nm0107855'],['nm0031976'],,,,Anchorman 2: The Legend Continues2013,1091,92,"Dec 18, 2013",Anchorman 2: The Legend Continues,50000000,127352707,172185754,2.44371508,122185754,2013,December,1.17,201457332.18,149002667.19,58500000.0,142957332.17999998
235,6010,tt1230168,Same Kind of Different as Me,Same Kind of Different as Me,2017,119.0,"['Biography', 'Drama']",6.5,4319.0,['nm5282204'],"['nm5282204', 'nm4411934', 'nm3005540', 'nm3003921', 'nm3004527']","['nm0001427', 'nm0005023', 'nm0000685']",['nm0000250'],,,,,['nm5282204'],,['nm1212547'],,,"['nm4411934', 'nm3005540', 'nm3003921', 'nm3004527']",Same Kind of Different as Me2017,4094,95,"Oct 20, 2017",Same Kind of Different as Me,6500000,6423605,6423605,-0.011753076923076923,-76395,2017,October,1.11,7130201.550000002,7130201.550000002,7215000.000000001,-84798.45000000019
236,6021,tt1231583,Due Date,Due Date,2010,95.0,"['Adventure', 'Comedy']",6.5,303523.0,['nm0680846'],"['nm0169182', 'nm0293139', 'nm1186373', 'nm0680846']","['nm0000375', 'nm0302108', 'nm0004937']",['nm1157358'],,,,['nm0065100'],['nm0680846'],,['nm0325175'],,,"['nm0169182', 'nm0293139', 'nm1186373']",Due Date2010,783,84,"Nov 5, 2010",Due Date,65000000,100539043,211739043,2.2575237384615385,146739043,2010,November,1.25,264673803.75,125673803.75,81250000.0,183423803.75
237,6023,tt1231587,Hot Tub Time Machine,Hot Tub Time Machine,2010,101.0,"['Comedy', 'Sci-Fi']",6.4,153962.0,['nm0684336'],"['nm0372222', 'nm1890845', 'nm1898234']","['nm0000131', 'nm1117791', 'nm0732497', 'nm0241173']",,,,,,['nm0684336'],,"['nm0601597', 'nm0517808']",,,"['nm0372222', 'nm1890845', 'nm1898234']",Hot Tub Time Machine2010,1609,10,"Mar 26, 2010",Hot Tub Time Machine,36000000,50269859,65967750,0.8324375,29967750,2010,March,1.25,82459687.5,62837323.75,45000000.0,37459687.5
238,6025,tt1232200,That's My Boy,That's My Boy,2012,116.0,['Comedy'],5.6,83009.0,['nm1890845'],['nm2791292'],"['nm0001191', 'nm1676221']","['nm1015262', 'nm0000215']",,,,['nm0340003'],['nm1890845'],,"['nm0184445', 'nm0316406', 'nm1009782']",,,['nm2791292'],That's My Boy2012,970,71,"Jun 15, 2012",That's My Boy,57500000,36931089,58085235,0.010178,585235,2012,June,1.19,69121429.64999999,43947995.91,68425000.0,696429.6499999911
239,6031,tt1232829,21 Jump Street,21 Jump Street,2012,109.0,"['Action', 'Comedy', 'Crime']",7.2,477771.0,"['nm0588087', 'nm0520488']","['nm0045209', 'nm1706767', 'nm0367895', 'nm0004798']","['nm1706767', 'nm1475594', 'nm0001084']",['nm0488953'],,,,,"['nm0520488', 'nm0588087']",,['nm0605775'],,,"['nm0045209', 'nm0367895', 'nm0004798']",21 Jump Street2012,1343,44,"Mar 16, 2012",21 Jump Street,42000000,138447667,202812429,3.828867357142857,160812429,2012,March,1.19,241346790.51,164752723.73,49980000.0,191366790.51
240,6036,tt1233301,Ironclad,Ironclad,2011,121.0,"['Action', 'Adventure', 'Drama']",6.2,38477.0,['nm0257646'],"['nm0257646', 'nm0440936', 'nm1893753']","['nm0316079', 'nm0002076', 'nm0004051', 'nm0700856']",,,,,['nm1154632'],['nm0257646'],,"['nm0070238', 'nm1259737']",,,"['nm0440936', 'nm1893753']",Ironclad2011,2324,25,"Jul 8, 2011",Ironclad,25000000,0,5297411,-0.78810356,-19702589,2011,July,1.21,6409867.31,0.0,30250000.0,-23840132.69
241,6045,tt1234719,Red Dawn,Red Dawn,2012,93.0,"['Action', 'Sci-Fi', 'Thriller']",5.4,69599.0,['nm0103187'],"['nm0255296', 'nm0664920', 'nm0721817', 'nm0587518']","['nm1165110', 'nm1242688', 'nm0669681']",['nm1456970'],,,,,['nm0103187'],,['nm0004927'],,,"['nm0255296', 'nm0664920', 'nm0721817', 'nm0587518']",Red Dawn2012,800,1,"Nov 21, 2012",Red Dawn,65000000,44806783,48164150,-0.2590130769230769,-16835850,2012,November,1.19,57315338.5,53320071.77,77350000.0,-20034661.5
242,6046,tt1234721,RoboCop,RoboCop,2014,117.0,"['Action', 'Crime', 'Sci-Fi']",6.2,205798.0,['nm0655683'],"['nm2440587', 'nm0627159', 'nm0591160']","['nm1172478', 'nm0000198', 'nm0000474']",['nm0180411'],,,,,['nm0655683'],,"['nm0628080', 'nm0008953']",,,"['nm2440587', 'nm0627159', 'nm0591160']",RoboCop2014,295,96,"Feb 12, 2014",RoboCop,120000000,58607007,242981799,1.024848325,122981799,2014,February,1.15,279429068.85,67398058.05,138000000.0,141429068.84999996
243,6050,tt1235170,The Future,The Future,2011,91.0,"['Drama', 'Fantasy', 'Romance']",6.2,7648.0,['nm0432380'],['nm0432380'],"['nm0512934', 'nm0913175']","['nm0432380', 'nm2699362']",,,['nm1517261'],['nm0109726'],,['nm0083340'],"['nm0477253', 'nm0577145', 'nm1871094']",,,,The Future2011,5261,62,"Jul 29, 2011",The Future,1000000,568662,1239174,0.23917399999999997,239174,2011,July,1.21,1499400.54,688081.02,1210000.0,289400.54000000004
244,6052,tt1235189,Wild Target,Wild Target,2010,98.0,"['Action', 'Comedy', 'Crime']",6.8,33915.0,['nm0528718'],"['nm0185309', 'nm0759270']","['nm0631490', 'nm0342488', 'nm0000391']",['nm1289434'],,,,['nm0697048'],['nm0528718'],,"['nm0003828', 'nm0741578']",,,"['nm0185309', 'nm0759270']",Wild Target2010,3927,28,"Oct 29, 2010",Wild Target,8000000,109338,5314194,-0.33572575,-2685806,2010,October,1.25,6642742.5,136672.5,10000000.0,-3357257.5
245,6056,tt1235522,Broken City,Broken City,2013,109.0,"['Crime', 'Drama', 'Thriller']",6.2,71704.0,['nm0400441'],['nm3017566'],"['nm0000242', 'nm0000128', 'nm0942482']",['nm0001876'],,,,,['nm0400441'],,"['nm0586969', 'nm4185845', 'nm0256542', 'nm0506100']",,,['nm3017566'],Broken City2013,1710,11,"Jan 18, 2013",Broken City,35000000,19701164,34480045,-0.014855857142857145,-519955,2013,January,1.17,40341652.65,23050361.88,40950000.0,-608347.3500000015
246,6093,tt1240982,Your Highness,Your Highness,2011,102.0,"['Adventure', 'Comedy', 'Fantasy']",5.5,92940.0,['nm0337773'],"['nm1144419', 'nm0078897']","['nm1144419', 'nm0290556', 'nm1727356']",['nm0000204'],,,['nm0650615'],['nm0413011'],['nm0337773'],['nm0022397'],['nm0835959'],,,['nm0078897'],Your Highness2011,1177,78,"Apr 8, 2011",Your Highness,50000000,21596445,26121638,-0.47756724,-23878362,2011,April,1.21,31607181.98,26131698.45,60500000.0,-28892818.02
247,6095,tt1241226,Locker 13,Locker 13,2014,90.0,['Thriller'],4.7,290.0,"['nm1782510', 'nm0005189', 'nm1515549', 'nm1515548', 'nm1139956']","['nm1782510', 'nm0005189', 'nm1515548', 'nm1515549', 'nm1352774', 'nm2578219', 'nm3621595', 'nm1520646', 'nm3058810']","['nm0005401', 'nm0689237', 'nm0247611', 'nm0133341']",,,,,,"['nm1782510', 'nm0005189', 'nm1139956', 'nm1515548', 'nm1515549']",,,,,['nm1352774'],Locker 132014,5556,57,"Mar 28, 2014",Locker 13,300000,3496,3496,-0.9883466666666668,-296504,2014,March,1.15,4020.4,4020.4,345000.0,-340979.6
248,6105,tt1242432,I Spit on Your Grave,I Spit on Your Grave,2010,108.0,"['Horror', 'Thriller']",6.3,68592.0,['nm0003458'],"['nm2098346', 'nm0953392']","['nm0105226', 'nm0397110', 'nm0291881']",['nm1713632'],,,,['nm1509816'],['nm0003458'],,"['nm0360964', 'nm0078473']",,,"['nm2098346', 'nm0953392']",I Spit on Your Grave2010,5036,37,"Oct 8, 2010",I Spit on Your Grave,1750000,93051,1278471,-0.2694451428571429,-471529,2010,October,1.25,1598088.75,116313.75,2187500.0,-589411.25
249,6122,tt1243957,The Tourist,The Tourist,2010,103.0,"['Action', 'Adventure', 'Thriller']",6.0,206714.0,['nm0003697'],"['nm0003697', 'nm0003160', 'nm0271501', 'nm1362432']","['nm0000136', 'nm0079273', 'nm0001096']",['nm0001401'],,,,,['nm0003697'],,"['nm0083696', 'nm0053388']",,,"['nm0003160', 'nm0271501', 'nm1362432']",The Tourist2010,384,85,"Dec 10, 2010",The Tourist,100000000,67631157,278731369,1.78731369,178731369,2010,December,1.25,348414211.25,84538946.25,125000000.0,223414211.25
250,6123,tt1243974,Aloha,Aloha,2015,105.0,"['Comedy', 'Drama', 'Romance']",5.4,54646.0,['nm0001081'],['nm0001081'],"['nm0177896', 'nm0000285']","['nm1046097', 'nm1297015']",,,['nm0310341'],"['nm1743706', 'nm3926614']",['nm0001081'],['nm0404528'],['nm0748784'],,,,Aloha2015,1602,3,"May 29, 2015",Aloha,37000000,21052030,25387091,-0.3138624054054054,-11612909,2015,May,1.15,29195154.65,24209834.5,42550000.0,-13354845.35
251,6127,tt1244659,Extraordinary Measures,Extraordinary Measures,2010,106.0,['Drama'],6.5,15673.0,['nm0891114'],"['nm0414608', 'nm2521452']","['nm0000409', 'nm0000148']","['nm0005392', 'nm2776169']",,,,,['nm0891114'],,"['nm0792049', 'nm0534411', 'nm0787834']",,,"['nm0414608', 'nm2521452']",Extraordinary Measures2010,1832,33,"Jan 22, 2010",Extraordinary Measures,31000000,12482741,15826984,-0.4894521290322581,-15173016,2010,January,1.25,19783730.0,15603426.25,38750000.0,-18966270.0
252,6129,tt1244754,Conviction,Conviction,2010,107.0,"['Biography', 'Crime', 'Drama']",7.2,39771.0,['nm0001282'],['nm0336861'],"['nm0005377', 'nm0536780']","['nm0005476', 'nm0502425']",,,['nm1136263'],['nm0134508'],['nm0001282'],,"['nm0440140', 'nm0837449']",,,['nm0336861'],Conviction2010,3327,28,"Oct 15, 2010",Conviction,12500000,6797696,11826980,-0.053841599999999996,-673020,2010,October,1.25,14783725.0,8497120.0,15625000.0,-841275.0
253,6157,tt1250777,Kick-Ass,Kick-Ass,2010,117.0,"['Action', 'Comedy']",7.6,497363.0,['nm0891216'],"['nm0963359', 'nm0891216', 'nm2092839', 'nm1348210']","['nm1093951', 'nm0000115', 'nm0113595']",['nm1631269'],,,,,['nm0891216'],,"['nm1331055', 'nm0092061']",,,"['nm0963359', 'nm2092839', 'nm1348210']",Kick-Ass2010,2053,54,"Apr 16, 2010",Kick-Ass,28000000,48071303,97531134,2.4832547857142857,69531134,2010,April,1.25,121913917.5,60089128.75,35000000.0,86913917.5
254,6161,tt1251743,Salvation Boulevard,Salvation Boulevard,2011,96.0,"['Action', 'Comedy', 'Drama']",5.3,4220.0,['nm0711807'],"['nm0831841', 'nm0711807', 'nm0067248']","['nm0001427', 'nm0000112']","['nm0000673', 'nm0000124']",,,,,['nm0711807'],,"['nm0776072', 'nm3348335', 'nm1488027']",,,"['nm0831841', 'nm0067248']",Salvation Boulevard2011,4230,31,"Jul 15, 2011",Salvation Boulevard,5500000,28468,28468,-0.9948239999999999,-5471532,2011,July,1.21,34446.28,34446.28,6655000.0,-6620553.72
255,6168,tt1253863,300: Rise of an Empire,300: Rise of an Empire,2014,102.0,"['Action', 'Fantasy', 'War']",6.2,262978.0,['nm1729171'],"['nm0811583', 'nm0426500', 'nm0588340']","['nm0822982', 'nm0558548']","['nm1200692', 'nm0372176']",,,,,['nm1729171'],,"['nm0325927', 'nm0004799']",,,"['nm0811583', 'nm0426500', 'nm0588340']",300: Rise of an Empire2014,325,26,"Mar 7, 2014",300: Rise of an Empire,110000000,106580051,330780051,2.007091372727273,220780051,2014,March,1.15,380397058.65,122567058.65,126500000.0,253897058.65
256,6169,tt1253864,Immortals,Immortals,2011,110.0,"['Action', 'Drama', 'Fantasy']",6.0,152992.0,['nm0802248'],"['nm0663048', 'nm0663050']","['nm0147147', 'nm0000620', 'nm0000457', 'nm0001151']",,,,,,['nm0802248'],,"['nm0638089', 'nm0004799', 'nm1448916']",,,"['nm0663048', 'nm0663050']",Immortals2011,644,45,"Nov 11, 2011",Immortals,75000000,83504017,211562435,1.8208324666666664,136562435,2011,November,1.21,255990546.35,101039860.57,90750000.0,165240546.35
257,6174,tt1255919,Holmes & Watson,Holmes & Watson,2018,90.0,"['Adventure', 'Comedy', 'Crime']",3.8,17661.0,['nm1000113'],"['nm1000113', 'nm0236279']","['nm0002071', 'nm0000604', 'nm0000146']",['nm0356017'],,,,['nm0065100'],['nm1000113'],,"['nm0570912', 'nm0588612', 'nm0870106']",,,['nm0236279'],Holmes & Watson2018,1357,58,"Dec 25, 2018",Holmes & Watson,42000000,30568743,41926605,-0.0017475000000000001,-73395,2018,December,1.09,45699999.45,33319929.87,45780000.0,-80000.54999999702
258,6175,tt1255953,Incendies,Incendies,2010,131.0,"['Drama', 'Mystery', 'War']",8.3,124156.0,['nm0898288'],"['nm0898288', 'nm1416431', 'nm4034068']","['nm0309945', 'nm1323233']","['nm0044073', 'nm0246386']",,,,['nm1055564'],['nm0898288'],,"['nm0246404', 'nm0566919']",,,"['nm1416431', 'nm4034068']",Incendies2010,4075,76,"Sep 17, 2010",Incendies,6800000,6857096,16038343,1.3585798529411766,9238343,2010,September,1.25,20047928.75,8571370.0,8500000.0,11547928.75
259,6180,tt1258972,The Man with the Iron Fists,The Man with the Iron Fists,2012,95.0,['Action'],5.4,58185.0,['nm0753526'],"['nm0753526', 'nm0744834']","['nm0000128', 'nm1087183', 'nm0753526']",['nm0005154'],,,['nm0150832'],['nm0238300'],,['nm0195549'],"['nm0008953', 'nm0628080']",,,['nm0744834'],The Man with the Iron Fists2012,3078,79,"Nov 2, 2012",The Man with the Iron Fists,15000000,15634090,22018988,0.4679325333333333,7018988,2012,November,1.19,26202595.72,18604567.1,17850000.0,8352595.719999999
260,6185,tt1259528,Den of Thieves,Den of Thieves,2018,140.0,"['Action', 'Crime', 'Drama']",7.0,69648.0,['nm0345615'],"['nm0345615', 'nm0771228']","['nm0124930', 'nm1032567', 'nm6578009', 'nm1265067']",,,,,['nm0553498'],['nm0345615'],,"['nm0004799', 'nm2229304', 'nm0867504']",,,['nm0771228'],Den of Thieves2018,1902,3,"Jan 19, 2018",Den of Thieves,30000000,44947622,80131391,1.6710463666666666,50131391,2018,January,1.09,87343216.19000001,48992907.98,32700000.000000004,54643216.19000001
261,6198,tt1261945,Sex and the City 2,Sex and the City 2,2010,146.0,"['Comedy', 'Drama', 'Romance']",4.4,69199.0,['nm0455078'],"['nm0455078', 'nm0124299', 'nm0823015']",,"['nm0000572', 'nm0000326', 'nm0004862', 'nm0633223']",,,['nm0859047'],['nm0956374'],['nm0455078'],,['nm0577644'],,,"['nm0124299', 'nm0823015']",Sex and the City 22010,415,16,"May 27, 2010",Sex and the City 2,95000000,95347692,294680778,2.1019029263157893,199680778,2010,May,1.25,368350972.5,119184615.0,118750000.0,249600972.5
262,6205,tt1262416,Scream 4,Scream 4,2011,111.0,"['Horror', 'Mystery']",6.2,118779.0,['nm0000127'],['nm0932078'],['nm0000274'],"['nm0000117', 'nm0001073', 'nm1423955']",,,['nm0005687'],['nm0001937'],['nm0000127'],['nm0574097'],['nm0479757'],,,['nm0932078'],Scream 42011,1454,55,"Apr 15, 2011",Scream 4,40000000,38180928,95989590,1.39973975,55989590,2011,April,1.21,116147403.9,46198922.88,48400000.0,67747403.89999999
263,6230,tt1265990,The Roommate,The Roommate,2011,91.0,"['Drama', 'Thriller']",4.9,33062.0,['nm0160157'],['nm1867458'],['nm1544217'],"['nm1310368', 'nm1015262', 'nm1425528']",,,['nm0005824'],['nm0002227'],['nm0160157'],,"['nm0205713', 'nm0498175']",,,['nm1867458'],The Roommate2011,2938,39,"Feb 4, 2011",The Roommate,16000000,37300107,52545707,2.2841066875,36545707,2011,February,1.21,63580305.47,45133129.47,19360000.0,44220305.47
264,6235,tt1267297,Hercules,Hercules,2014,98.0,"['Action', 'Adventure', 'Fantasy']",6.0,137287.0,['nm0711840'],"['nm2952284', 'nm0818746', 'nm5610426']","['nm0425005', 'nm0000457', 'nm0574534', 'nm0001212']",,,,,,['nm0711840'],,"['nm0505768', 'nm0004927']",,,"['nm2952284', 'nm0818746', 'nm5610426']",Hercules2014,383,84,"Jul 25, 2014",Hercules,100000000,72688614,243388614,1.43388614,143388614,2014,July,1.15,279896906.1,83591906.1,115000000.0,164896906.09999996
265,69840,tt3985956,Hercules,Hercules,2014,112.0,['Comedy'],6.2,72.0,"['nm1387145', 'nm1136348']",['nm3374598'],"['nm2270922', 'nm1913625', 'nm1384413']",['nm3354068'],,,['nm8621030'],['nm1899900'],"['nm1136348', 'nm1387145']",,['nm6114028'],,,['nm3374598'],Hercules2014,383,84,"Jul 25, 2014",Hercules,100000000,72688614,243388614,1.43388614,143388614,2014,July,1.15,279896906.1,83591906.1,115000000.0,164896906.09999996
266,6241,tt1268799,A Very Harold & Kumar 3D Christmas,A Very Harold & Kumar 3D Christmas,2011,90.0,"['Adventure', 'Comedy']",6.3,62151.0,['nm0833889'],"['nm1375358', 'nm1376383']","['nm0671980', 'nm0158626', 'nm0000439', 'nm0652663']",,,,['nm0004344'],['nm0743919'],['nm0833889'],,['nm0788513'],,,"['nm1375358', 'nm1376383']",A Very Harold & Kumar 3D Christmas2011,2552,53,"Nov 4, 2011",A Very Harold & Kumar 3D Christmas,20000000,35061031,36265745,0.81328725,16265745,2011,November,1.21,43881551.45,42423847.51,24200000.0,19681551.45
267,6250,tt1270262,The Devil's Double,The Devil's Double,2011,109.0,"['Biography', 'Drama', 'Thriller']",7.1,58342.0,['nm0848414'],"['nm0859241', 'nm2205151', 'nm0714460']","['nm1002641', 'nm0712562', 'nm0702985']",['nm0756203'],,,,,['nm0848414'],,"['nm0270251', 'nm0108069']",,,"['nm0859241', 'nm2205151', 'nm0714460']",The Devil's Double2011,2722,23,"Jul 29, 2011",The Devil's Double,19100000,1361512,5965646,-0.6876625130890053,-13134354,2011,July,1.21,7218431.66,1647429.52,23111000.0,-15892568.34
268,6261,tt1270797,Venom,Venom,2018,112.0,"['Action', 'Sci-Fi', 'Thriller']",6.7,275406.0,['nm0281508'],"['nm0684374', 'nm0003298', 'nm0545150', 'nm0568825', 'nm2163440']","['nm0362766', 'nm1981893', 'nm2020278']",['nm0931329'],,,,,['nm0281508'],,,,,"['nm2163440', 'nm0684374', 'nm0003298', 'nm0545150', 'nm0568825']",Venom2018,302,3,"Oct 5, 2018",Venom,116000000,213511408,853628605,6.358867284482758,737628605,2018,October,1.09,930455179.45,232727434.72000003,126440000.0,804015179.45
269,6262,tt1270798,X-Men: First Class,X: First Class,2011,131.0,"['Action', 'Adventure', 'Sci-Fi']",7.7,608930.0,['nm0891216'],"['nm1005420', 'nm0826714', 'nm0963359', 'nm0891216', 'nm1417242', 'nm0001741', 'nm0456158', 'nm0498278']","['nm0564215', 'nm1055413', 'nm0000102']",['nm2225369'],,,,,['nm0891216'],,,,,"['nm0001741', 'nm1005420', 'nm0826714', 'nm0963359', 'nm1417242']",X-Men: First Class2011,141,42,"Jun 3, 2011",X-Men: First Class,160000000,146408305,355408305,1.22130190625,195408305,2011,June,1.21,430044049.05,177154049.04999998,193600000.0,236444049.05
270,6268,tt1272878,2 Guns,2 Guns,2013,109.0,"['Action', 'Comedy', 'Crime']",6.7,182025.0,['nm0466349'],"['nm1398578', 'nm1556427']","['nm0000243', 'nm0000242', 'nm0000200']",['nm1745736'],,,,,['nm0466349'],,"['nm0298915', 'nm1184676', 'nm0256542']",,,"['nm1398578', 'nm1556427']",2 Guns2013,838,39,"Aug 2, 2013",2 Guns,61000000,75612460,132493015,1.1720166393442624,71493015,2013,August,1.17,155016827.54999998,88466578.19999999,71370000.0,83646827.54999998
271,6278,tt1273221,London Fields,London Fields,2018,118.0,"['Crime', 'Mystery', 'Thriller']",4.3,2871.0,['nm3810122'],"['nm0360106', 'nm0025007']",['nm0005042'],"['nm5353321', 'nm1720028', 'nm2110418']",,,,,['nm3810122'],,"['nm0467083', 'nm0314976', 'nm0360065']",,,"['nm0360106', 'nm0025007']",London Fields2018,3923,24,"Oct 26, 2018",London Fields,8000000,252676,433732,-0.9457834999999999,-7566268,2018,October,1.09,472767.88000000006,275416.84,8720000.0,-8247232.12
272,6283,tt1273678,The Spy Next Door,The Spy Next Door,2010,94.0,"['Action', 'Comedy', 'Family']",5.5,36767.0,['nm0505152'],"['nm0077080', 'nm0007079', 'nm0201304']","['nm0000329', 'nm0004854']","['nm0005520', 'nm1630992']",,,,['nm0628056'],['nm0505152'],,['nm0800465'],,,"['nm0077080', 'nm0007079', 'nm0201304']",The Spy Next Door2010,2067,68,"Jan 15, 2010",The Spy Next Door,28000000,24307106,46752858,0.6697449285714285,18752858,2010,January,1.25,58441072.5,30383882.5,35000000.0,23441072.5
273,6292,tt1274300,The Tempest,The Tempest,2010,110.0,"['Comedy', 'Drama', 'Fantasy']",5.4,7073.0,['nm0853380'],"['nm0853380', 'nm0000636']","['nm0005023', 'nm1258970']","['nm0000545', 'nm0428065']",,,,,['nm0853380'],,"['nm1507217', 'nm0153590', 'nm0376274', 'nm2044558']",,,['nm0000636'],The Tempest2010,2700,1,"Dec 10, 2010",The Tempest,20000000,277943,277943,-0.98610285,-19722057,2010,December,1.25,347428.75,347428.75,25000000.0,-24652571.25
274,13266,tt1683003,The Tempest,The Tempest,2010,131.0,['Drama'],7.8,94.0,['nm0005197'],['nm0000636'],"['nm0001626', 'nm0943870', 'nm0896043', 'nm0426909']",,,,,['nm3717017'],['nm0005197'],['nm0745729'],['nm0043335'],['nm0109357'],,['nm0000636'],The Tempest2010,2700,1,"Dec 10, 2010",The Tempest,20000000,277943,277943,-0.98610285,-19722057,2010,December,1.25,347428.75,347428.75,25000000.0,-24652571.25
275,6293,tt1274586,Dying of the Light,Dying of the Light,2014,94.0,"['Drama', 'Thriller']",4.4,8888.0,['nm0001707'],['nm0001707'],"['nm0000115', 'nm0947338', 'nm0992562']",['nm0001393'],,,,['nm1700167'],['nm0001707'],,"['nm3011915', 'nm4333222', 'nm5359409', 'nm1906168']",,,,Dying of the Light2014,4384,85,"Dec 5, 2014",Dying of the Light,5000000,0,74639,-0.9850722,-4925361,2014,December,1.15,85834.84999999999,0.0,5750000.0,-5664165.15
276,6298,tt1276104,Looper,Looper,2012,113.0,"['Action', 'Crime', 'Drama']",7.4,500595.0,['nm0426059'],['nm0426059'],"['nm0330687', 'nm0000246', 'nm0200452']",['nm1289434'],,,['nm0006911'],['nm1791103'],['nm0426059'],['nm0003032'],"['nm0074851', 'nm0827726']",,,,Looper2012,1868,69,"Sep 28, 2012",Looper,30000000,66486205,170466405,4.6822135000000005,140466405,2012,September,1.19,202855021.95,79118583.95,35700000.0,167155021.95
277,6313,tt1277953,Madagascar 3: Europe's Most Wanted,Madagascar 3: Europe's Most Wanted,2012,93.0,"['Adventure', 'Animation', 'Comedy']",6.8,146858.0,"['nm0569891', 'nm0970447', 'nm0201509']","['nm0201509', 'nm0000876', 'nm0123666', 'nm0405190', 'nm0569891', 'nm0794252', 'nm1129905', 'nm2593444']","['nm0001774', 'nm0001674', 'nm0001710']",['nm0000586'],,,,,"['nm0201509', 'nm0569891', 'nm0970447']",,,,,"['nm0405190', 'nm0000876', 'nm0123666']",Madagascar 3: Europe's Most Wanted2012,196,97,"Jun 8, 2012",Madagascar 3: Europe's Most Wanted,145000000,216391482,746921271,4.1511811793103455,601921271,2012,June,1.19,888836312.49,257505863.58,172550000.0,716286312.49
278,6322,tt1279935,Date Night,Date Night,2010,88.0,"['Comedy', 'Crime', 'Romance']",6.3,144683.0,['nm0506613'],['nm0458441'],"['nm0136797', 'nm0000242']","['nm0275486', 'nm0378245']",,,['nm0005871'],['nm0065100'],['nm0506613'],['nm0956693'],,['nm0343222'],,['nm0458441'],Date Night2010,998,99,"Apr 9, 2010",Date Night,55000000,98711404,152269033,1.7685278727272726,97269033,2010,April,1.25,190336291.25,123389255.0,68750000.0,121586291.25
279,6334,tt1282140,Easy A,Easy A,2010,92.0,"['Comedy', 'Drama', 'Romance']",7.1,330125.0,['nm0323239'],['nm1421629'],"['nm0046112', 'nm0126004']","['nm1297015', 'nm0004789']",,,['nm0004142'],['nm0781760'],['nm0323239'],['nm0514481'],['nm0222676'],,,['nm1421629'],Easy A2010,3866,67,"Sep 17, 2010",Easy A,8000000,58401464,76200721,8.525090125,68200721,2010,September,1.25,95250901.25,73001830.0,10000000.0,85250901.25
280,6348,tt1284575,Bad Teacher,Bad Teacher,2011,92.0,"['Comedy', 'Romance']",5.7,181189.0,['nm0440458'],"['nm1969144', 'nm1072409']","['nm0781981', 'nm0005493']","['nm0000139', 'nm0700577']",,,,['nm0028787'],['nm0440458'],,"['nm0396720', 'nm0588612']",,,"['nm1969144', 'nm1072409']",Bad Teacher2011,2726,27,"Jun 24, 2011",Bad Teacher,19000000,100292856,215448997,10.339420894736842,196448997,2011,June,1.21,260693286.37,121354355.76,22990000.0,237703286.37
281,6349,tt1285009,The Strangers: Prey at Night,The Strangers: Prey at Night,2018,85.0,['Horror'],5.2,21614.0,['nm1266897'],"['nm1052162', 'nm2406892']","['nm0376540', 'nm5730649']","['nm0376716', 'nm1933128']",,,,,['nm1266897'],,"['nm0429134', 'nm2222628', 'nm2448068']",,,"['nm1052162', 'nm2406892']",The Strangers: Prey at Night2018,4278,79,"Mar 9, 2018",The Strangers: Prey at Night,5000000,24431472,29960051,4.9920102,24960051,2018,March,1.09,32656455.590000004,26630304.48,5450000.0,27206455.590000004
282,6350,tt1285016,The Social Network,The Social Network,2010,120.0,"['Biography', 'Drama']",7.7,568578.0,['nm0000399'],"['nm0815070', 'nm0583826']","['nm0251986', 'nm1940449', 'nm0005493']",['nm1913734'],,,,,['nm0000399'],,"['nm0006894', 'nm0116232', 'nm0149556']",,,"['nm0815070', 'nm0583826']",The Social Network2010,1390,91,"Oct 1, 2010",The Social Network,40000000,96962694,224922135,4.623053375,184922135,2010,October,1.25,281152668.75,121203367.5,50000000.0,231152668.75
